0,,,
1,,,
2,,,
3,,,
4,,,
5,,,
6,,,
7,,,
8,,,
9,,,
10,,,
11,,,
12,,,
13,,,
14,,,
15,,,
16,,,
17,,,
18,,,
19,,,
20,,,
21,,,
22,,,
23,,,
24,,,
25,,,
26,,,
27,,,
28,,,
29,,,
30,,,
31,,,
32,,,
33,,,
34,,,
35,Acoustic Bass Drum or Low Bass Drum,,
36,Electric Bass Drum or High Bass Drum,,
37,Side Stick,,
38,Acoustic Snare,,
39,Hand Clap,,
40,Electric Snare or Rimshot,,
41,Low Floor Tom,,
42,Closed Hi-hat,,
43,High Floor Tom,,
44,Pedal Hi-hat,,
45,Low Tom,,
46,Open Hi-hat,,
47,Low-Mid Tom,,
48,High-Mid Tom,,
49,Crash Cymbal 1,,
50,High Tom,,
51,Ride Cymbal 1,,
52,Chinese Cymbal,,
53,Ride Bell,,
54,Tambourine,,
55,Splash Cymbal,,
56,Cowbell,,
57,Crash Cymbal 2,,
58,Vibraslap,,
59,Ride Cymbal 2,,
60,High Bongo,,
61,Low Bongo,,
62,Mute High Conga,,
63,Open High Conga,,
64,Low Conga,,
65,High Timbale,,
66,Low Timbale,,
67,High Agogô,,
68,Low Agogô,,
69,Cabasa,,
70,Maracas,,
71,Short Whistle,,
72,Long Whistle,,
73,Short Güiro,,
74,Long Güiro,,
75,Claves,,
76,High Woodblock,,
77,Low Woodblock,,
78,Mute Cuíca,,
79,Open Cuíca,,
80,Mute Triangle,,
81,Open Triangle,,
82,,,
83,,,
84,,,
85,,,
86,,,
87,,,
88,,,
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,,,
96,,,
97,,,
98,,,
99,,,
100,,,
101,,,
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
121,,,
122,,,
123,,,
124,,,
125,,,
126,,,
127,,,
